,game_id,play_id,home_team_pred_proba_plus,away_team_pred_proba_plus,game_seconds_remaining
275,2009091304,4050,0.04004661059955428,0.9599533894004457,28.0
403,2009091307,4052,0.9796166036666663,0.020383396333333748,288.0
404,2009091307,4073,0.9781942398358335,0.021805760164166466,251.0
405,2009091307,4094,0.9824731835468683,0.0175268164531317,210.0
406,2009091307,4115,0.9824505135918689,0.017549486408131143,166.0
407,2009091307,4136,0.984659496648328,0.01534050335167203,123.0
408,2009091307,4202,0.9839550778864952,0.016044922113504834,110.0
409,2009091307,4223,0.9831364156265738,0.016863584373426166,63.0
410,2009091307,4244,0.9806671958511793,0.01933280414882066,21.0
1076,2009091302,4017,0.012674888031770134,0.9873251119682299,230.0
1077,2009091302,4039,0.011496201872591136,0.9885037981274089,226.0
1078,2009091302,4063,0.015641758199485753,0.9843582418005142,189.0
1079,2009091302,4085,0.01432526070240211,0.9856747392975979,185.0
1080,2009091302,4104,0.011043669323904862,0.9889563306760951,137.0
1081,2009091302,4149,0.013406147845665494,0.9865938521543345,120.0
1082,2009091302,4173,0.017827321186890833,0.9821726788131092,115.0
1083,2009091302,4197,0.017768725819343516,0.9822312741806565,109.0
1084,2009091302,4221,0.023444341134843075,0.9765556588651569,65.0
1085,2009091302,4243,0.020897072703905797,0.9791029272960942,61.0
1086,2009091302,4298,0.01840481318750512,0.9815951868124949,51.0
1087,2009091302,4319,0.015577885564573724,0.9844221144354263,39.0
1088,2009091302,4340,0.008762139669718949,0.991237860330281,34.0
1224,2009091301,4028,0.9168777360936102,0.08312226390638977,82.0
1225,2009091301,4071,0.8934888166703604,0.1065111833296396,36.0
1226,2009091301,4126,0.9337467941772035,0.06625320582279648,27.0
1227,2009091301,4154,0.9311881265922853,0.06881187340771466,9.0
1228,2009091301,4178,0.9258911158324454,0.07410888416755457,6.0
1485,2009091309,4011,0.37043369188138225,0.6295663081186178,383.0
1486,2009091309,4035,0.3677802200539788,0.6322197799460212,346.0
1487,2009091309,4057,0.33621920636883124,0.6637807936311688,342.0
1488,2009091309,4094,0.34340950213271315,0.6565904978672868,331.0
1489,2009091309,4115,0.35754579086066884,0.6424542091393312,292.0
1490,2009091309,4136,0.3776018063579315,0.6223981936420685,248.0
1491,2009091309,4157,0.42470678778010484,0.5752932122198952,206.0
